index,question,answer
386,Do you like to eat at food markets?,"Yes, can find many interesting food."
387,What is your favorite type of curry?,"I like mutton curry, very rich and spicy."
388,Do you like to eat at food courts?,"Yes, got aircon and many choices."
389,What is your favorite type of rice dish?,"I like fried rice, very flavorful."
390,Do you like to eat at food stalls?,"Yes, can find many hidden gems."
391,What is your favorite type of noodle dish?,"I like prawn mee, very flavorful."
392,Do you like to eat at food markets?,"Yes, can find many interesting food."
393,What is your favorite type of meat?,"I like pork, very versatile."
394,Do you like to eat at food courts?,"Yes, got aircon and many choices."
395,What is your favorite type of dessert?,"I like tiramisu, very rich and creamy."
396,Do you like to eat at food stalls?,"Yes, can find many hidden gems."
397,What is your favorite type of snack?,"I like nachos, very crunchy."
398,Do you like to eat at food markets?,"Yes, can find many interesting food."
399,What is your favorite type of drink?,"I like iced coffee, very refreshing."
400,Do you like to eat at food courts?,"Yes, got aircon and many choices."
401,How was your first day at the new job?,"Wah, super busy lah, but quite interesting."
402,Did you finish the project on time?,"Ya, managed to finish just in time, heng ah."
403,Are you working from home today?,"Yup, WFH today, so shiok."
404,What time do you usually start work?,Usually start around 9am lor.
405,Do you like your colleagues?,"Ya, they all quite friendly one."
406,How do you commute to work?,"I take MRT, very convenient."
407,Do you have a lot of meetings?,"Aiyo, so many meetings until no time to do work."
408,What do you usually have for lunch at work?,Usually tapao from the hawker centre downstairs.
409,Do you work overtime often?,"Sometimes lor, when got urgent deadlines."
410,How do you handle stress at work?,"I go for a walk or listen to music, helps to relax."
411,Do you enjoy your job?,"Overall, quite enjoy lah, got good and bad days."
412,What is your job title?,I'm a project manager.
413,Do you have flexible working hours?,"Not really, quite fixed timing."
414,How long have you been working here?,About three years already.
415,Do you get along with your boss?,"Ya, my boss quite understanding."
416,What do you do during your breaks?,Usually just chill and chat with colleagues.
417,Do you have a lot of paperwork?,"Wah, paperwork a lot, but must do lah."
418,Do you travel for work?,"Not much, mostly stay in office."
419,What is the dress code at your workplace?,"Smart casual, quite relaxed."
420,Do you have a good work-life balance?,"Still okay lah, can manage."
421,Do you work on weekends?,"Nope, weekends are for rest."
422,How do you stay organized at work?,I use a planner and set reminders.
423,Do you have any work-related goals?,"Ya, want to get promoted next year."
424,Do you have a mentor at work?,"Yes, my senior colleague guides me."
425,What is the most challenging part of your job?,"Managing tight deadlines, very stressful."
426,Do you get to work on different projects?,"Yes, quite a variety, so not boring."
427,Do you have any work-related certifications?,"Yes, got a few professional certs."
428,Do you have a lot of responsibilities?,"Ya, quite a lot, but can handle."
429,Do you work in a team?,"Yes, teamwork very important."
430,Do you have any work-related hobbies?,I like to read about industry trends.
431,Do you have a work best friend?,"Yes, my colleague from same department."
432,Do you have a lot of deadlines?,"Yes, always got deadlines to meet."
433,Do you have a work mentor?,"Yes, my senior colleague guides me."
434,Do you have a work routine?,"Yes, quite a fixed routine."
435,Do you have a work-life balance?,"Still okay lah, can manage."
436,Do you have a work uniform?,"No, just smart casual."
437,Do you have a work vehicle?,"No, I take public transport."
438,Do you have a work visa?,"No need, I'm local."
439,Do you have a work permit?,"No need, I'm local."
440,Do you have a work phone?,"Yes, company provided."
441,Do you have a work laptop?,"Yes, company provided."
442,Do you have a work email?,"Yes, company provided."
443,Do you have a work desk?,"Yes, got my own desk."
444,Do you have a work ID?,"Yes, must wear everyday."
445,Do you have a work schedule?,"Yes, quite fixed timing."
446,Do you have a work contract?,"Yes, signed when I joined."
447,Do you have a work policy?,"Yes, must follow company policy."
448,Do you have a work handbook?,"Yes, got one when I joined."
449,Do you have a work manual?,"Yes, got one for reference."
450,Do you have a work plan?,"Yes, always plan ahead."
451,Do you have a work strategy?,"Yes, got a clear strategy."
452,Do you have a work goal?,"Yes, want to get promoted."
453,Do you have a work target?,"Yes, got monthly targets."
454,Do you have a work objective?,"Yes, clear objectives set."
455,Do you have a work mission?,"Yes, align with company mission."
456,Do you have a work vision?,"Yes, align with company vision."
457,Do you have a work value?,"Yes, follow company values."
458,Do you have a work ethic?,"Yes, very important."
459,Do you have a work culture?,"Yes, quite positive culture."
460,Do you have a work environment?,"Yes, quite conducive."
461,Do you have a work space?,"Yes, got my own space."
462,Do you have a work station?,"Yes, got my own station."
463,Do you have a work area?,"Yes, got my own area."
464,Do you have a work zone?,"Yes, got my own zone."
465,Do you have a work section?,"Yes, got my own section."
466,Do you have a work department?,"Yes, part of a department."
467,Do you have a work team?,"Yes, work in a team."
468,Do you have a work group?,"Yes, part of a group."
469,Do you have a work unit?,"Yes, part of a unit."
470,Do you have a work division?,"Yes, part of a division."
471,Do you have a work branch?,"Yes, part of a branch."
472,Do you have a work office?,"Yes, got my own office."
473,Do you have a work building?,"Yes, work in a building."
474,Do you have a work location?,"Yes, fixed location."
475,Do you have a work site?,"Yes, fixed site."
476,Do you have a work place?,"Yes, fixed place."
477,Do you have a work address?,"Yes, fixed address."
478,Do you have a work contact?,"Yes, got contact details."
479,Do you have a work number?,"Yes, got work number."
480,Do you have a work email address?,"Yes, got work email."
481,Do you have a work phone number?,"Yes, got work phone."
482,Do you have a work extension?,"Yes, got extension number."
483,Do you have a work fax number?,"Yes, got fax number."
484,Do you have a work website?,"Yes, got company website."
485,Do you have a work portal?,"Yes, got company portal."
486,Do you have a work intranet?,"Yes, got company intranet."
487,Do you have a work network?,"Yes, got company network."
488,Do you have a work server?,"Yes, got company server."
489,Do you have a work database?,"Yes, got company database."
490,Do you have a work system?,"Yes, got company system."
491,Do you have a work software?,"Yes, got company software."
492,Do you have a work application?,"Yes, got company application."
493,Do you have a work program?,"Yes, got company program."
494,Do you have a work project?,"Yes, got company project."
495,Do you have a work task?,"Yes, got company task."
496,Do you have a work assignment?,"Yes, got company assignment."
497,Do you have a work duty?,"Yes, got company duty."
498,Do you have a work responsibility?,"Yes, got company responsibility."
